transaction_id,line_id,store_id,register_id,item_id,transaction_ts,business_date,quantity,unit_price_cents,discount_cents,tax_rate_bps,extended_cents,net_cents,tax_cents,line_total_cents
,e7b34dac-76f0-4ac9-96fa-d3394ed109ad,6a9c33e5-992b-4105-ae18-9cc91f0a2453,6c9224d3-a291-43e5-a438-bab9da89b620,1460ecca-705d-480c-a967-b9cc27745f8b,2026-04-22 04:07:41.650443,2026-04-22,1,921,0,661,921,921,61,982
017984da-eed0-451c-9f61-6251f84ccd8d,fd9cfe10-1a10-4d0a-89c3-eefada9e09c4,6a9c33e5-992b-4105-ae18-9cc91f0a2453,6c9224d3-a291-43e5-a438-bab9da89b620,13c8d59b-e07c-4aa2-af13-d0f954204d09,2026-04-21 08:32:50.650443,2026-04-21,1,1143,0,0,1143,1143,0,2286
018d353c-0e99-4083-8c11-e0e73d0beb31,1e8c50d1-b52e-4a5d-9f39-44110991b60e,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,a50e1738-4940-43de-a9be-39bea4519c94,2026-04-21 07:18:29.650443,2026-04-21,4,1046,0,0,4184,4184,0,4184
018d353c-0e99-4083-8c11-e0e73d0beb31,581acdda-7bb2-46a4-972b-9b865892fa73,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,1460ecca-705d-480c-a967-b9cc27745f8b,2026-04-21 08:24:27.650443,2026-04-21,3,921,0,928,2763,2763,256,3019
018d353c-0e99-4083-8c11-e0e73d0beb31,5cf1b172-75fb-455f-acb7-d381f184328d,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,a50e1738-4940-43de-a9be-39bea4519c94,2026-04-21 00:23:24.650443,2026-04-21,4,1046,0,0,4184,4184,0,4184
018d353c-0e99-4083-8c11-e0e73d0beb31,742a5ce6-8ba6-48d7-90f8-52ed8eb1d7f8,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,,2026-04-21 15:21:56.650443,2026-04-21,1,921,0,601,921,921,55,976
018d353c-0e99-4083-8c11-e0e73d0beb31,8bb96263-476c-4891-8311-f0965b55ca40,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,e3afde1d-a2cc-4cf6-ad05-b69bbfeaa9f0,2026-04-21 12:33:33.650443,2026-04-21,4,1484,0,0,5936,5936,0,5936
018d353c-0e99-4083-8c11-e0e73d0beb31,9e9308c7-82ec-4951-894a-c8837b9114e8,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,885b8b41-1a09-4a1f-b297-fbc91493040e,2026-04-21 22:45:17.650443,2026-04-21,4,1433,0,821,5732,5732,471,6203
018d353c-0e99-4083-8c11-e0e73d0beb31,a97517f3-a194-43b8-9649-0985a679fc43,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,037ea3b8-8e88-403b-97e0-d435479bbfea,2026-04-20 23:15:48.650443,2026-04-20,5,716,900,0,3580,2680,0,2680
018d353c-0e99-4083-8c11-e0e73d0beb31,dc1f8f5a-e57f-47bf-9506-46ed23f7b303,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-20 23:30:49.650443,2026-04-20,5,1195,0,0,5975,5975,0,5975
,ed4024c8-d6be-418f-b63d-c392155759f8,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,13c8d59b-e07c-4aa2-af13-d0f954204d09,2026-04-21 19:02:24.650443,2026-04-21,2,1143,0,0,2286,2286,0,2286
018d353c-0e99-4083-8c11-e0e73d0beb31,f9db4f9b-e2fb-4dd5-9c53-a731f0324d9c,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,9bf0f153-1a8b-4106-82c3-eb6a3d37920e,b2aa92b6-91da-49af-81b7-84c9a5a2c0cb,2026-04-21 01:21:21.650443,2026-04-21,1,1179,0,884,1179,1179,104,1283
01d516d8-acd1-4d7d-94e5-05d15f7825d4,13bbbc7e-55c6-4aba-83f3-015741c7d10b,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,037ea3b8-8e88-403b-97e0-d435479bbfea,2026-04-21 08:37:51.650443,2026-04-21,1,716,0,0,716,716,0,716
01d516d8-acd1-4d7d-94e5-05d15f7825d4,22170ab2-8b90-4adf-8442-55d9a8605bac,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,,1460ecca-705d-480c-a967-b9cc27745f8b,2026-04-22 07:51:28.650443,2026-04-22,1,921,0,685,921,921,63,984
01d516d8-acd1-4d7d-94e5-05d15f7825d4,58710dc9-2e32-4ebb-b05f-3343cbfe1ce6,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,b2aa92b6-91da-49af-81b7-84c9a5a2c0cb,2026-04-22 18:56:52.650443,2026-04-22,4,1179,0,828,2358,2358,195,2553
01d516d8-acd1-4d7d-94e5-05d15f7825d4,5ed7ab44-8c25-4ea7-b829-d94fdcebaeb1,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,af7db0ae-05ba-4e7d-8781-88ad318cc07f,2026-04-21 14:20:48.650443,2026-04-21,1,696,0,0,696,696,0,696
01d516d8-acd1-4d7d-94e5-05d15f7825d4,6cae0829-85c8-4e9f-a903-7b87d816e9fc,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,885b8b41-1a09-4a1f-b297-fbc91493040e,2026-04-21 00:09:15.650443,2026-04-21,1,1433,0,513,1433,1433,74,1507
01d516d8-acd1-4d7d-94e5-05d15f7825d4,,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,f40dd78f-0139-4c8c-8c47-f5dcf64ceda0,2026-04-21 15:50:54.650443,2026-04-21,1,973,0,736,973,973,72,1045
01d516d8-acd1-4d7d-94e5-05d15f7825d4,9647b633-da26-4e36-979e-12739580ee47,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,fccc467f-9790-4fbe-bc02-c8f7dfa66652,2026-04-21 00:45:15.650443,2026-04-21,3,1464,2030,933,4392,3377,315,3692
01d516d8-acd1-4d7d-94e5-05d15f7825d4,bbc92f42-b012-4b4a-aa9b-d8d39ec3b5ea,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,13c8d59b-e07c-4aa2-af13-d0f954204d09,2026-04-20 23:54:09.650443,2026-04-20,3,1143,0,0,3429,3429,0,3429
01d516d8-acd1-4d7d-94e5-05d15f7825d4,c7ab001c-45d0-44cd-a31d-01b4d7523d18,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,885b8b41-1a09-4a1f-b297-fbc91493040e,2026-04-21 12:04:05.650443,2026-04-21,8,1433,0,897,11464,11464,2056,12492
01d516d8-acd1-4d7d-94e5-05d15f7825d4,cfe0dd80-54c7-4661-b74f-d9a781bec908,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,,2026-04-22 03:52:23.650443,2026-04-22,2,921,0,693,1842,1842,128,1970
01d516d8-acd1-4d7d-94e5-05d15f7825d4,f030a1af-338b-419a-b94f-6b88db5bf0c8,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-20 22:46:24.650443,2026-04-20,5,1195,0,0,11950,5975,0,5975
01d516d8-acd1-4d7d-94e5-05d15f7825d4,fc77e13c-1cca-4b2a-a66f-d9578a09e283,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,d2746957-8faa-484f-9dd7-68f5068dd40e,2026-04-21 06:11:12.650443,2026-04-21,2,1405,284,0,2810,2526,0,2526
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,157231df-759c-4782-b234-c2287b0dfbed,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,af7db0ae-05ba-4e7d-8781-88ad318cc07f,2026-04-22 00:54:30.650443,2026-04-22,4,696,790,0,2784,2389,0,2389
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,169297c7-bf02-41ce-a46a-6765c2a73461,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,cfa00be1-9c9d-48af-bbad-9104683ce1eb,2026-04-22 12:02:28.650443,2026-04-22,2,921,472,0,1842,1370,0,1370
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,39fd8aa1-a9a8-431a-8082-847787fe9576,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,b2aa92b6-91da-49af-81b7-84c9a5a2c0cb,2026-04-22 13:59:48.650443,2026-04-22,2,1179,0,557,2358,2358,262,2489
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,3c7467a5-ed26-4e94-94d4-da7b14f88d88,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-22 08:51:08.650443,2026-04-22,5,1195,0,0,5975,5975,0,5975
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,577994f1-fdbd-4529-b913-2a2133868a76,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,13c8d59b-e07c-4aa2-af13-d0f954204d09,2026-04-22 01:33:55.650443,2026-04-22,8,1143,0,0,9144,9144,0,9144
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,641f6964-570d-4022-8d84-32c9e1ba5082,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,b2aa92b6-91da-49af-81b7-84c9a5a2c0cb,2026-04-21 03:11:12.650443,2026-04-21,2,1179,0,556,2358,2358,131,2489
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,6e8ecd3e-b4d9-4e3b-b3eb-c0ba1caf3190,,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,8aefe771-e502-44de-b040-f3cfe514daf9,2026-04-20 22:37:18.650443,2026-04-20,1,1331,0,792,1331,2662,105,1436
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,7436f04b-c1f0-46e1-a7cf-7fce7e836535,,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,037ea3b8-8e88-403b-97e0-d435479bbfea,2026-04-22 13:47:07.650443,2026-04-22,7,716,312,0,10024,4700,0,4700
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,864ef8aa-1734-4826-b6bf-5ef1f22f31f4,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,8aefe771-e502-44de-b040-f3cfe514daf9,2026-04-21 16:40:40.650443,2026-04-21,1,1331,0,790,1331,1331,105,1436
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,cfa00be1-9c9d-48af-bbad-9104683ce1eb,2026-04-20 21:10:01.650443,2026-04-20,2,921,0,0,1842,1842,0,1842
,d43add5b-1851-48b8-90ad-0608b4abec78,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,,8aefe771-e502-44de-b040-f3cfe514daf9,2026-04-20 23:43:36.650443,2026-04-20,5,1331,1529,769,6655,5126,394,11040
01e6f9f8-c853-414b-ba0e-e2c82e7927d9,e41f8163-df3a-417c-a1ed-a70d6af325fc,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,ae9068ec-ed92-4ed7-8c02-91ba6a8f765c,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-21 05:11:56.650443,2026-04-21,14,1195,0,0,16730,16730,0,33460
021bd21c-d458-4995-8e06-746f60b4a4ba,01bd564c-f28b-4ac2-bd27-c1e479377b53,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,3bda5d60-a87c-4b47-a7f7-4de058baa188,2026-04-21 17:40:59.650443,2026-04-21,16,421,0,0,6736,6736,0,6736
021bd21c-d458-4995-8e06-746f60b4a4ba,157d7265-47f8-4ffc-9c15-e9673d16a711,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-21 12:18:06.650443,2026-04-21,4,2390,0,0,4780,4780,0,4780
021bd21c-d458-4995-8e06-746f60b4a4ba,293fdbcf-881b-478f-ae75-ee1347b9dc6d,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,cfa00be1-9c9d-48af-bbad-9104683ce1eb,2026-04-22 04:15:05.650443,2026-04-22,1,921,135,0,921,786,0,786
021bd21c-d458-4995-8e06-746f60b4a4ba,40e7f2d3-ab45-4bfd-857f-664aab7528e9,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,1a6e35a1-3a2c-45cd-b86a-a462977aa13e,2026-04-21 02:40:19.650443,2026-04-21,11,732,887,820,8052,7165,588,7753
021bd21c-d458-4995-8e06-746f60b4a4ba,,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,fccc467f-9790-4fbe-bc02-c8f7dfa66652,2026-04-22 06:13:59.650443,2026-04-22,1,1464,0,1066,1464,1464,78,3084
021bd21c-d458-4995-8e06-746f60b4a4ba,6abcfe83-81f3-4de5-acd8-d1a0fc90afe7,,7164c585-2317-4553-8abf-2f286a05d2f3,cfa00be1-9c9d-48af-bbad-9104683ce1eb,2026-04-21 06:52:57.650443,2026-04-21,1,921,0,0,921,921,0,921
021bd21c-d458-4995-8e06-746f60b4a4ba,7287a06e-239e-445b-bbab-81057c17b8a4,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,9f8642f6-015d-4d38-819f-fd2b635ab4c2,2026-04-22 06:18:18.650443,2026-04-22,4,1136,0,0,4544,4544,0,4544
021bd21c-d458-4995-8e06-746f60b4a4ba,ac15e279-f42c-4734-b416-241cfee38bad,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,8aefe771-e502-44de-b040-f3cfe514daf9,2026-04-22 15:35:48.650443,2026-04-22,5,1331,0,816,6655,6655,543,7198
021bd21c-d458-4995-8e06-746f60b4a4ba,bce43c54-0079-4c77-ad8a-62e4256a7681,6a9c33e5-992b-4105-ae18-9cc91f0a2453,,8aefe771-e502-44de-b040-f3cfe514daf9,2026-04-21 17:34:14.650443,2026-04-21,3,1331,0,627,3993,3993,250,4243
021bd21c-d458-4995-8e06-746f60b4a4ba,cea78d83-1520-4876-9b6c-af39a420f6c9,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,d2746957-8faa-484f-9dd7-68f5068dd40e,2026-04-22 17:16:51.650443,2026-04-22,4,1405,0,0,5620,5620,0,5620
021bd21c-d458-4995-8e06-746f60b4a4ba,de58f0fe-34e5-42d7-b383-0ff8a4b62fb0,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7164c585-2317-4553-8abf-2f286a05d2f3,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-22 01:11:36.650443,2026-04-22,1,1195,0,0,1195,1195,0,1195
021bd21c-d458-4995-8e06-746f60b4a4ba,e2c3de1f-c1a2-4298-b098-bb3a1f7a0145,6a9c33e5-992b-4105-ae18-9cc91f0a2453,,b27e3a25-9529-474b-95eb-6e6f2ce11ff0,2026-04-22 07:11:26.650443,2026-04-22,3,1286,0,0,3858,3858,0,7716
02450ef2-2ec0-4ddf-8ef1-4c05aebf549a,28f726f2-ebae-4ebe-b6bf-9a87f882f8f5,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,32260987-b2ae-47e2-a3d9-263ac7d8eefc,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-21 17:43:28.650443,2026-04-21,2,1195,0,0,2390,2390,0,2390
02450ef2-2ec0-4ddf-8ef1-4c05aebf549a,53333594-0a33-45d7-8f6c-129ec95d74d6,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,32260987-b2ae-47e2-a3d9-263ac7d8eefc,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-21 09:29:06.650443,2026-04-21,7,1195,2064,0,8365,6301,0,6301
02450ef2-2ec0-4ddf-8ef1-4c05aebf549a,8003fd37-5818-41e0-bff5-c99d4e7a0f9c,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,32260987-b2ae-47e2-a3d9-263ac7d8eefc,,2026-04-21 10:00:16.650443,2026-04-21,2,732,0,630,1464,1464,92,1556
,,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,,65559529-5259-4c2f-b3fe-28aab12bdcc9,2026-04-21 15:10:51.650443,2026-04-21,3,914,0,885,2742,2742,243,2985
02450ef2-2ec0-4ddf-8ef1-4c05aebf549a,,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,32260987-b2ae-47e2-a3d9-263ac7d8eefc,5d053c8c-6309-47fc-b52f-ef7598d2da7f,2026-04-21 16:34:20.650443,2026-04-21,19,2530,0,767,24035,24035,1843,25878
02450ef2-2ec0-4ddf-8ef1-4c05aebf549a,fef2f8ab-eb76-4721-829c-022f25e35b97,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,32260987-b2ae-47e2-a3d9-263ac7d8eefc,7d90541a-1b13-4606-90f7-2676a473ece6,2026-04-22 03:45:51.650443,2026-04-22,1,986,0,0,986,986,0,986
029e897d-96b9-432a-930f-202ec6732888,2ede5ef4-b472-4e28-a008-17edf7ea9131,397ddf1e-884b-4ec5-8b3f-358bdbc075cd,7cd234c4-f647-42f5-b4d6-e4cb65d5d0fb,b2aa92b6-91da-49af-81b7-84c9a5a2c0cb,2026-04-22 16:26:33.650443,2026-04-22,8,1179,1539,608,9432,7893,480,8373
02af2e82-61f3-4740-9b24-4d4aacfb57e1,00122870-9d82-4dce-afb0-8c6f7a01b327,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,885b8b41-1a09-4a1f-b297-fbc91493040e,2026-04-21 13:04:10.650443,2026-04-21,1,1433,0,578,1433,2866,83,1516
02af2e82-61f3-4740-9b24-4d4aacfb57e1,05a4b44b-7c2b-47fa-b0e2-410230fc58db,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,a50e1738-4940-43de-a9be-39bea4519c94,2026-04-21 00:49:55.650443,2026-04-21,5,1046,0,0,5230,5230,0,5230
,27641a4f-1dec-4078-8d27-8399b685ea1e,,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,7d90541a-1b13-4606-90f7-2676a473ece6,2026-04-21 19:35:32.650443,2026-04-21,3,986,595,0,2958,2363,0,2363
02af2e82-61f3-4740-9b24-4d4aacfb57e1,336776d1-90d5-4b5d-ad3c-07cff8333579,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,6ef2c02e-79f5-4b9c-a901-968d3485b557,2026-04-21 13:31:18.650443,2026-04-21,2,879,0,0,1758,1758,0,1758
02af2e82-61f3-4740-9b24-4d4aacfb57e1,338a03bb-51d3-4b30-9c19-e403ea390ddb,,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,d5cecaaa-372b-4f8d-bc1e-18c631df91f0,2026-04-22 10:21:27.650443,2026-04-22,3,1195,0,0,3585,3585,0,3585
02af2e82-61f3-4740-9b24-4d4aacfb57e1,45898ab6-dfa1-4c36-914b-6dcf29ed97bf,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,,2026-04-22 14:18:21.650443,2026-04-22,5,1405,0,0,7025,7025,0,7025
02af2e82-61f3-4740-9b24-4d4aacfb57e1,64a6c06a-ca76-4af6-b7f5-d39b3a9d348c,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,b27e3a25-9529-474b-95eb-6e6f2ce11ff0,2026-04-22 10:32:32.650443,2026-04-22,6,1286,0,0,7716,7716,0,7716
02af2e82-61f3-4740-9b24-4d4aacfb57e1,8c2b1262-5da6-41e7-b12c-6295ac764d64,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,b27e3a25-9529-474b-95eb-6e6f2ce11ff0,2026-04-22 11:01:59.650443,2026-04-22,3,1286,0,0,3858,3858,0,3858
02af2e82-61f3-4740-9b24-4d4aacfb57e1,94522610-ec11-4eb3-adc8-ac700d4ba92e,6a9c33e5-992b-4105-ae18-9cc91f0a2453,7dec56a3-b4b1-48f3-9837-d871b0f0c64a,8aefe771-e502-44de-b040-f3cfe514daf9,2026-04-21 11:36:42.650443,2026-04-21,1,1331,0,765,1331,1331,102,2866
